Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
227, 1, Operation Attack Barb Camp running
227, 1, Attack Barb Camp, ,0, Ready, UNIT_SPEARMAN; 
301, 2, Operation Attack Barb Camp running
301, 2, Attack Barb Camp, ,0, Not Ready, 
301, 2, Operation City Defense running
301, 2, City Defense, ,0, Ready, 
301, 2, Operation Naval Superiority running
301, 2, Naval Superiority, ,0, Not Ready, 
301, 2, Operation Settle New City running
301, 2, Settle New City, ,0, Not Ready, 
301, 2, Operation Attack Walled City running
301, 2, Attack Walled City, ,0, Not Ready, 
301, 2, Operation Attack Walled City running
301, 2, Attack Walled City, ,0, Not Ready, 
301, 2, City Defense, No recruits to reach minimum, , , 
301, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
301, 2, City Defense, No recruits to reach minimum, , , 
301, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
301, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
301, 2, City Defense, Operation complete
301, 2, Attack Walled City, No recruits to reach minimum, , , 
301, 2, Attack Walled City, No recruits to reach minimum, , , 
301, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
301, 2, Attack Walled City, No recruits to reach minimum, , , 
301, 2, Attack Walled City, No recruits to reach minimum, , , 
301, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
301, 2, Attack Barb Camp, Operation complete
301, 2, Naval Superiority, No recruits to reach minimum, , , 
301, 2, Naval Superiority, No recruits to reach minimum, , , 
301, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
301, 3, Operation Settle New City running
301, 3, Settle New City, ,0, Not Ready, 
301, 3, Operation Naval Superiority running
301, 3, Naval Superiority, ,0, Not Ready, 
301, 3, Naval Superiority, No recruits to reach minimum, , , 
301, 3, Naval Superiority, No recruits to reach minimum, , , 
301, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
301, 4, Operation Attack Walled City running
301, Attack Walled City, 4, , Battle line, 61:28, 0 endangered
301, 4, Attack Walled City, ,0, Not Ready, UNIT_BOMBARD; UNIT_BOMBARD; 
301, 4, Attack Walled City, ,1, Ready, 
301, 4, Operation Settle New City running
301, 4, Settle New City, ,0, Not Ready, 
301, 4, Operation Naval Superiority running
301, 4, Naval Superiority, ,0, Not Ready, 
301, 4, Attack Walled City, No recruits to reach minimum, , , 
301, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
301, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 62:29, 61:29, 61:29
301, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
301, 4, Naval Superiority, No recruits to reach minimum, , , 
301, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
301, 5, Operation Settle New City running
301, 5, Settle New City, ,0, Not Ready, 
301, 5, Operation City Defense running
301, City Defense, 5, , Battle line, 429496737:30, 1 endangered
301, 5, City Defense, ,0, Ready, UNIT_CHINESE_CROUCHING_TIGER; UNIT_CHINESE_CROUCHING_TIGER; 
301, 5, Operation Naval Superiority running
301, 5, Naval Superiority, ,0, Not Ready, 
301, 5, City Defense, No recruits to reach minimum, , , 
301, 5, City Defense, No recruits to match strength, , Enemy Str: 177.0, 
301, 5, City Defense, No recruits to reach minimum, , , 
301, 5, City Defense, No recruits to match strength, , Enemy Str: 177.0, 
301, 5, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
301, 5, City Defense, Operation Protect Units, UNIT_CHINESE_CROUCHING_TIGER, Move 3 30
301, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 19:30, 5:30, 18:31
301, 5, Naval Superiority, No recruits to reach minimum, , , 
301, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
301, 6, Operation Naval Superiority running
301, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
301, 6, Naval Superiority, No recruits to reach minimum, , , 
301, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
301, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
301, 8, Operation Naval Superiority running
301, 8, Naval Superiority, ,0, Not Ready, 
301, 8, Naval Superiority, No recruits to reach minimum, , , 
301, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
301, 11, Operation Naval Superiority running
301, 11, Naval Superiority, ,0, Not Ready, 
301, 11, Naval Superiority, Recruiting minimums, , , UNIT_IRONCLAD
301, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_AT_CREW
301, 11, Naval Superiority, No recruits to reach minimum, , , 
301, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
301, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
301, 12, Operation Naval Superiority running
301, 12, Naval Superiority, ,0, Not Ready, 
301, 12, Naval Superiority, No recruits to reach minimum, , , 
301, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
301, 13, Operation Naval Superiority running
301, 13, Naval Superiority, ,0, Not Ready, 
301, 13, Operation Attack Barb Camp running
301, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
301, 13, Attack Barb Camp, No recruits to reach minimum, , , 
301, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
301, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
301, 13, Attack Barb Camp, Operation Protect Units, UNIT_PIKEMAN, Move 27 40
301, 13, Naval Superiority, No recruits to reach minimum, , , 
301, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
301, 14, Naval Superiority, Started
301, 14, Naval Superiority, No recruits to reach minimum, , , 
301, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian Attack running
301, 63, Barbarian Attack, ,0, Not Ready, 
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian Attack running
301, 63, Barbarian Attack, ,0, Not Ready, 
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian Attack running
301, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
301, 63, Operation Barbarian Attack running
301, 63, Barbarian Attack, ,0, Not Ready, 
301, 63, Operation Barbarian City Assault running
301, 63, Barbarian City Assault, ,0, Not Ready, 
301, 63, Operation Barbarian Builder Capture running
301, Barbarian Builder Capture, 63, , Battle line, 62:6, 0 endangered
301, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
301, 63, Operation Barbarian Builder Capture running
301, Barbarian Builder Capture, 63, , Battle line, 35:16, 1 endangered
301, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_GALLEY; 
301, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
301, 63, Barbarian Builder Capture, Operation Change Target WEAK, Changing to backup
301, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 63:5, 34:42, 63:5
301, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 63:5, 34:42, 63:5
301, 63, Barbarian Builder Capture, Operation Protect Units, UNIT_BUILDER, Move 22 17
301, 63, Barbarian Builder Capture, Operation Move, UNIT_GALLEY, 48:15, 17:21, 48:15
302, 1, City Defense, Started
302, 1, Operation Attack Walled City running
302, 1, Attack Walled City, ,0, Not Ready, 
302, 1, Attack Walled City, ,1, Ready, 
302, 1, Operation Attack Enemy City running
302, 1, Attack Enemy City, ,0, Not Ready, 
302, 1, Operation City Defense running
302, 1, City Defense, ,0, Not Ready, 
302, 1, Operation Settle New City running
302, 1, Settle New City, ,0, Not Ready, 
302, 1, City Defense, No recruits to reach minimum, , , 
302, 1, City Defense, No recruits to match strength, , Enemy Str: 189.0, 
302, 1, City Defense, No recruits to reach minimum, , , 
302, 1, City Defense, No recruits to match strength, , Enemy Str: 189.0, 
302, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
302, 1, City Defense, Operation complete
302, 1, Settle New City, Operation complete
302, 1, Attack Enemy City, No recruits to reach minimum, , , 
302, 1, Attack Enemy City, No recruits to reach minimum, , , 
302, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
302, 1, Attack Walled City, No recruits to reach minimum, , , 
302, 1, Attack Walled City, No recruits to reach minimum, , , 
302, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
302, 2, City Defense, Started
302, 2, Operation City Defense running
302, 2, City Defense, ,0, Ready, 
302, 2, Operation Naval Superiority running
302, 2, Naval Superiority, ,0, Not Ready, 
302, 2, Operation Settle New City running
302, 2, Settle New City, ,0, Not Ready, 
302, 2, Operation Attack Walled City running
302, 2, Attack Walled City, ,0, Not Ready, 
302, 2, Operation Attack Walled City running
302, 2, Attack Walled City, ,0, Not Ready, 
302, 2, Attack Barb Camp, Started
302, 2, City Defense, No recruits to reach minimum, , , 
302, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
302, 2, City Defense, No recruits to reach minimum, , , 
302, 2, City Defense, No recruits to match strength, , Enemy Str: 50.0, 
302, 2, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
302, 2, City Defense, Operation complete
302, 2, Attack Barb Camp, No recruits to reach minimum, , , 
302, 2, Attack Barb Camp, No recruits to reach minimum, , , 
302, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
302, 2, Attack Walled City, No recruits to reach minimum, , , 
302, 2, Attack Walled City, No recruits to reach minimum, , , 
302, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
302, 2, Attack Walled City, Operation complete
302, 2, Naval Superiority, No recruits to reach minimum, , , 
302, 2, Naval Superiority, No recruits to reach minimum, , , 
302, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
302, 3, City Defense, Started
302, 3, Operation City Defense running
302, 3, City Defense, ,0, Not Ready, 
302, 3, Operation Settle New City running
302, 3, Settle New City, ,0, Not Ready, 
302, 3, Operation Naval Superiority running
302, 3, Naval Superiority, ,0, Not Ready, 
302, 3, City Defense, No recruits to reach minimum, , , 
302, 3, City Defense, No recruits to match strength, , Enemy Str: 87.0, 
302, 3, City Defense, No recruits to reach minimum, , , 
302, 3, City Defense, No recruits to match strength, , Enemy Str: 87.0, 
302, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 3, City Defense, Operation complete
302, 3, Naval Superiority, No recruits to reach minimum, , , 
302, 3, Naval Superiority, No recruits to reach minimum, , , 
302, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 4, Operation Attack Walled City running
302, Attack Walled City, 4, , Battle line, 61:29, 0 endangered
302, 4, Attack Walled City, ,0, Not Ready, UNIT_BOMBARD; UNIT_BOMBARD; 
302, 4, Attack Walled City, ,1, Ready, 
302, 4, Operation Settle New City running
302, 4, Settle New City, ,0, Not Ready, 
302, 4, Operation Naval Superiority running
302, 4, Naval Superiority, ,0, Not Ready, 
302, 4, Attack Walled City, No recruits to reach minimum, , , 
302, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
302, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
302, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
302, 4, Naval Superiority, No recruits to reach minimum, , , 
302, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
302, 5, Operation Settle New City running
302, 5, Settle New City, ,0, Not Ready, 
302, 5, Operation City Defense running
302, City Defense, 5, , Battle line, 268435463:30, 1 endangered
302, 5, City Defense, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; UNIT_CHINESE_CROUCHING_TIGER; 
302, 5, Operation Naval Superiority running
302, 5, Naval Superiority, ,0, Not Ready, 
302, 5, City Defense, No recruits to reach minimum, , , 
302, 5, City Defense, No recruits to match strength, , Enemy Str: 233.0, 
302, 5, City Defense, No recruits to reach minimum, , , 
302, 5, City Defense, No recruits to match strength, , Enemy Str: 233.0, 
302, 5, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 5, City Defense, Operation Protect Units, UNIT_CHINESE_CROUCHING_TIGER, Move 3 29
302, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 18:31, 5:31, 14:32
302, 5, Naval Superiority, No recruits to reach minimum, , , 
302, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
302, 6, Operation Naval Superiority running
302, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
302, 6, Naval Superiority, No recruits to reach minimum, , , 
302, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
302, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
302, 8, Operation Naval Superiority running
302, 8, Naval Superiority, ,0, Not Ready, 
302, 8, Naval Superiority, No recruits to reach minimum, , , 
302, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 11, Operation Naval Superiority running
302, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
302, 11, Naval Superiority, No recruits to reach minimum, , , 
302, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
302, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 12, Operation Naval Superiority running
302, 12, Naval Superiority, ,0, Not Ready, 
302, 12, Naval Superiority, No recruits to reach minimum, , , 
302, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
302, 13, Operation Naval Superiority running
302, 13, Naval Superiority, ,0, Not Ready, 
302, 13, Operation Attack Barb Camp running
302, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
302, 13, Attack Barb Camp, No recruits to reach minimum, , , 
302, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
302, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
302, 13, Attack Barb Camp, Operation Protect Units, UNIT_PIKEMAN, Move 25 37
302, 13, Naval Superiority, No recruits to reach minimum, , , 
302, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
302, 14, Operation Naval Superiority running
302, 14, Naval Superiority, ,0, Not Ready, 
302, 14, Naval Superiority, No recruits to reach minimum, , , 
302, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian Attack running
302, 63, Barbarian Attack, ,0, Not Ready, 
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian Attack running
302, 63, Barbarian Attack, ,0, Not Ready, 
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian Attack running
302, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
302, 63, Operation Barbarian Attack running
302, 63, Barbarian Attack, ,0, Not Ready, 
302, 63, Operation Barbarian City Assault running
302, 63, Barbarian City Assault, ,0, Not Ready, 
302, 63, Operation Barbarian Builder Capture running
302, Barbarian Builder Capture, 63, , Battle line, 62:6, 0 endangered
302, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
302, 63, Operation Barbarian Builder Capture running
302, Barbarian Builder Capture, 63, , Battle line, 36:15, 0 endangered
302, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_GALLEY; 
302, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
302, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 63:5, 34:42, 63:5
302, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 63:5, 34:42, 63:5
302, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 22:17, 17:21, 22:18
302, 63, Barbarian Builder Capture, Operation Move, UNIT_GALLEY, 48:15, 17:21, 48:15
303, 1, Settle New City, Started
303, 1, City Defense, Started
303, 1, Operation Attack Walled City running
303, 1, Attack Walled City, ,0, Not Ready, 
303, 1, Attack Walled City, ,1, Ready, 
303, 1, Operation Attack Enemy City running
303, 1, Attack Enemy City, ,0, Not Ready, 
303, 1, Operation City Defense running
303, 1, City Defense, ,0, Not Ready, 
303, 1, Operation Settle New City running
303, 1, Settle New City, ,0, Not Ready, 
303, 1, City Defense, No recruits to reach minimum, , , 
303, 1, City Defense, No recruits to match strength, , Enemy Str: 142.0, 
303, 1, City Defense, No recruits to reach minimum, , , 
303, 1, City Defense, No recruits to match strength, , Enemy Str: 142.0, 
303, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
303, 1, City Defense, Operation complete
303, 1, Attack Enemy City, No recruits to reach minimum, , , 
303, 1, Attack Enemy City, No recruits to reach minimum, , , 
303, 1, Attack Enemy City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
303, 1, Attack Walled City, No recruits to reach minimum, , , 
303, 1, Attack Walled City, No recruits to reach minimum, , , 
303, 1, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
303, 2, Operation Attack Barb Camp running
303, 2, Attack Barb Camp, ,0, Not Ready, 
303, 2, Operation Naval Superiority running
303, 2, Naval Superiority, ,0, Not Ready, 
303, 2, Operation Settle New City running
303, 2, Settle New City, ,0, Not Ready, 
303, 2, Operation Attack Walled City running
303, 2, Attack Walled City, ,0, Not Ready, 
303, 2, Attack Walled City, Started
303, 2, Attack Walled City, No recruits to reach minimum, , , 
303, 2, Attack Walled City, No recruits to reach minimum, , , 
303, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
303, 2, Attack Barb Camp, No recruits to reach minimum, , , 
303, 2, Attack Barb Camp, No recruits to reach minimum, , , 
303, 2, Attack Barb Camp, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
303, 2, Attack Walled City, No recruits to reach minimum, , , 
303, 2, Attack Walled City, No recruits to reach minimum, , , 
303, 2, Attack Walled City, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MACHINE_GUN
303, 2, Naval Superiority, No recruits to reach minimum, , , 
303, 2, Naval Superiority, No recruits to reach minimum, , , 
303, 2, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_INFANTRY
303, 3, City Defense, Started
303, 3, Operation City Defense running
303, 3, City Defense, ,0, Not Ready, 
303, 3, Operation Settle New City running
303, 3, Settle New City, ,0, Not Ready, 
303, 3, Operation Naval Superiority running
303, 3, Naval Superiority, ,0, Not Ready, 
303, 3, City Defense, No recruits to reach minimum, , , 
303, 3, City Defense, No recruits to match strength, , Enemy Str: 86.0, 
303, 3, City Defense, No recruits to reach minimum, , , 
303, 3, City Defense, No recruits to match strength, , Enemy Str: 86.0, 
303, 3, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 3, City Defense, Operation complete
303, 3, Naval Superiority, No recruits to reach minimum, , , 
303, 3, Naval Superiority, No recruits to reach minimum, , , 
303, 3, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 4, Operation Attack Walled City running
303, 4, Attack Walled City, ,0, Not Ready, UNIT_BOMBARD; UNIT_BOMBARD; 
303, 4, Attack Walled City, ,1, Ready, 
303, 4, Operation Settle New City running
303, 4, Settle New City, ,0, Not Ready, 
303, 4, Operation Naval Superiority running
303, 4, Naval Superiority, ,0, Not Ready, 
303, 4, Attack Walled City, No recruits to reach minimum, , , 
303, 4, Attack Walled City, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_BOMBARD
303, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
303, 4, Attack Walled City, Operation Move, UNIT_BOMBARD, 61:29, 61:29, 61:29
303, 4, Naval Superiority, No recruits to reach minimum, , , 
303, 4, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_MUSKETMAN
303, 5, Operation Settle New City running
303, 5, Settle New City, ,0, Not Ready, 
303, 5, Operation City Defense running
303, City Defense, 5, , Battle line, 536870918:30, 1 endangered
303, 5, City Defense, ,0, Not Ready, UNIT_CHINESE_CROUCHING_TIGER; UNIT_CHINESE_CROUCHING_TIGER; 
303, 5, Operation Naval Superiority running
303, 5, Naval Superiority, ,0, Not Ready, 
303, 5, City Defense, No recruits to reach minimum, , , 
303, 5, City Defense, No recruits to match strength, , Enemy Str: 232.0, 
303, 5, City Defense, No recruits to reach minimum, , , 
303, 5, City Defense, No recruits to match strength, , Enemy Str: 232.0, 
303, 5, City Defense, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 5, City Defense, Operation Protect Units, UNIT_CHINESE_CROUCHING_TIGER, Move 4 28
303, 5, City Defense, Operation Move, UNIT_CHINESE_CROUCHING_TIGER, 14:32, 5:31, 9:32
303, 5, Naval Superiority, No recruits to reach minimum, , , 
303, 5, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
303, 6, Operation Naval Superiority running
303, 6, Naval Superiority, ,0, Ready, UNIT_CARAVEL; 
303, 6, Naval Superiority, No recruits to reach minimum, , , 
303, 6, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
303, 6, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_CARAVEL
303, 8, Operation Naval Superiority running
303, 8, Naval Superiority, ,0, Not Ready, 
303, 8, Naval Superiority, No recruits to reach minimum, , , 
303, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 11, Operation Naval Superiority running
303, Naval Superiority, 11, , Battle line, 16:32, 0 endangered
303, 11, Naval Superiority, ,0, Ready, UNIT_IRONCLAD; 
303, 11, Naval Superiority, No recruits to reach minimum, , , 
303, 11, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
303, 11, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 12, Operation Naval Superiority running
303, 12, Naval Superiority, ,0, Not Ready, 
303, 12, Naval Superiority, No recruits to reach minimum, , , 
303, 12, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
303, 13, Operation Naval Superiority running
303, 13, Naval Superiority, ,0, Not Ready, 
303, 13, Operation Attack Barb Camp running
303, 13, Attack Barb Camp, ,0, Ready, UNIT_PIKEMAN; 
303, 13, Attack Barb Camp, No recruits to reach minimum, , , 
303, 13, Attack Barb Camp, No recruits to match strength, , Enemy Str: 22.5, 
303, 13, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_TREBUCHET
303, 13, Attack Barb Camp, Operation Protect Units, UNIT_PIKEMAN, Move 27 40
303, 13, Naval Superiority, No recruits to reach minimum, , , 
303, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
303, 14, Operation Naval Superiority running
303, 14, Naval Superiority, ,0, Not Ready, 
303, 14, Naval Superiority, Recruiting minimums, , , UNIT_IRONCLAD
303, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_AT_CREW
303, 14, Naval Superiority, No recruits to reach minimum, , , 
303, 14, Naval Superiority, No recruits to match strength, , Enemy Str: 225.0, 
303, 14, Naval Superiority, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_AT_CREW
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian Attack running
303, 63, Barbarian Attack, ,0, Not Ready, 
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian Attack running
303, 63, Barbarian Attack, ,0, Not Ready, 
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian Attack running
303, Barbarian Attack, 63, , Battle line, 65:6, 0 endangered
303, 63, Barbarian Attack, ,0, Not Ready, UNIT_ARCHER; 
303, 63, Operation Barbarian Attack running
303, 63, Barbarian Attack, ,0, Not Ready, 
303, 63, Operation Barbarian City Assault running
303, 63, Barbarian City Assault, ,0, Not Ready, 
303, 63, Operation Barbarian Builder Capture running
303, Barbarian Builder Capture, 63, , Battle line, 63:6, 0 endangered
303, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_MAN_AT_ARMS; 
303, 63, Operation Barbarian Builder Capture running
303, Barbarian Builder Capture, 63, , Battle line, 36:15, 1 endangered
303, 63, Barbarian Builder Capture, ,0, Ready, UNIT_BUILDER; UNIT_GALLEY; 
303, 63, Barbarian Attack, Operation Move, UNIT_ARCHER, 66:4, 66:4, 66:4
303, 63, Barbarian Builder Capture, Operation Move, UNIT_BUILDER, 63:5, 34:42, 63:5
303, 63, Barbarian Builder Capture, Operation Move, UNIT_MAN_AT_ARMS, 63:5, 34:42, 63:5
303, 63, Barbarian Builder Capture, Operation Protect Units, UNIT_BUILDER, Move 23 19
303, 63, Barbarian Builder Capture, Operation Move, UNIT_GALLEY, 48:15, 17:21, 48:15
304, 1, City Defense, Started
304, 1, Operation Attack Walled City running
304, 1, Attack Walled City, ,0, Not Ready, 
304, 1, Attack Walled City, ,1, Ready, 
304, 1, Operation Attack Enemy City running
304, 1, Attack Enemy City, ,0, Not Ready, 
304, 1, Operation City Defense running
304, 1, City Defense, ,0, Not Ready, 
304, 1, Operation Settle New City running
304, 1, Settle New City, ,0, Not Ready, 
304, 1, City Defense, No recruits to reach minimum, , , 
304, 1, City Defense, No recruits to match strength, , Enemy Str: 142.0, 
304, 1, City Defense, No recruits to reach minimum, , , 
304, 1, City Defense, No recruits to match strength, , Enemy Str: 142.0, 
304, 1, City Defense, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_ARTILLERY
304, 1, City Defense, Operation complete
