Game Turn, Player, Num Cities, Population, Techs, Civics, Land Units, corps, Armies, Naval Units, TILES: Owned, Improved, BALANCE: Gold, Faith, YIELDS: Science, Culture, Gold, Faith, Production, Food, BY TYPE: Tiles, Buildings, Districts, Population, Outg
293, CIVILIZATION_NORWAY, 5, 24, 30, 17, 7, 0, 0, 1, 76, 25, 394, 1338, 34, 11, 32, 3, 70, 57, 76, 31, 7, 23, 17, 4
293, CIVILIZATION_EGYPT, 6, 45, 43, 31, 0, 0, 0, 0, 109, 23, 9, 265, 98, 69, 25, 40, 64, 131, 109, 84, 12, 45, 0, 106
293, CIVILIZATION_BRAZIL, 10, 74, 51, 20, 0, 0, 0, 0, 142, 39, 590, 260, 223, 35, 111, 55, 133, 222, 142, 142, 18, 73, 4, 78
293, CIVILIZATION_SCYTHIA, 4, 34, 38, 22, 0, 0, 0, 0, 74, 38, 933, 1159, 124, 50, 115, 87, 59, 83, 74, 80, 8, 33, 0, 56
293, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 75, 20, 131, 281, 42, 38, 21, 131, 68, 101, 75, 99, 6, 31, 4, 37
293, CIVILIZATION_CHINA, 7, 46, 41, 23, 2, 0, 0, 0, 98, 34, 494, 331, 171, 44, 78, 15, 85, 143, 98, 101, 13, 45, 11, 37
293, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 9, 5, 1753, 371, 9, 5, 45, 2, 3, 24, 9, 15, 1, 12, 30, 0
293, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 5, 859, 1652, 10, 6, 17, 16, 10, 19, 10, 26, 1, 8, 15, 0
293, CIVILIZATION_KANDY, 1, 11, 39, 21, 3, 0, 0, 0, 12, 7, 916, 2135, 9, 11, 23, 16, 6, 27, 12, 30, 2, 10, 0, 0
293, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 294, 300, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
293, CIVILIZATION_AMSTERDAM, 1, 8, 35, 21, 4, 0, 0, 1, 9, 3, 2236, 329, 12, 10, 31, 1, 5, 16, 9, 15, 2, 9, 22, 0
293, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3361, 330, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
293, CIVILIZATION_SEOUL, 1, 11, 40, 21, 4, 0, 0, 0, 13, 9, 2310, 575, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
293, CIVILIZATION_NAN_MADOL, 1, 12, 35, 24, 1, 0, 0, 1, 11, 6, 1285, 723, 10, 5, 31, 2, 3, 34, 11, 15, 1, 12, 18, 0
294, CIVILIZATION_NORWAY, 5, 24, 30, 17, 6, 0, 0, 1, 76, 25, 394, 1345, 34, 11, 31, 7, 69, 57, 76, 31, 7, 23, 17, 13
294, CIVILIZATION_EGYPT, 6, 45, 43, 31, 0, 0, 0, 0, 109, 23, 3, 46, 97, 68, 25, 40, 63, 131, 109, 84, 12, 45, 0, 106
294, CIVILIZATION_BRAZIL, 10, 74, 52, 20, 0, 0, 0, 0, 142, 40, 155, 76, 223, 35, 111, 55, 133, 223, 142, 142, 18, 73, 4, 78
294, CIVILIZATION_SCYTHIA, 4, 34, 38, 22, 0, 0, 0, 0, 74, 39, 1034, 1248, 124, 50, 118, 88, 59, 83, 74, 80, 8, 33, 0, 58
294, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 77, 20, 118, 193, 42, 38, 21, 131, 69, 102, 77, 99, 6, 31, 6, 40
294, CIVILIZATION_CHINA, 7, 46, 41, 23, 2, 0, 0, 0, 98, 34, 531, 347, 171, 44, 78, 15, 85, 143, 98, 101, 13, 45, 11, 37
294, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 9, 5, 1790, 373, 9, 5, 45, 2, 3, 24, 9, 15, 1, 12, 30, 0
294, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 5, 858, 1668, 10, 6, 17, 15, 10, 19, 10, 26, 1, 8, 15, 0
294, CIVILIZATION_KANDY, 1, 11, 39, 21, 3, 0, 0, 0, 12, 7, 928, 2151, 9, 11, 23, 16, 6, 27, 12, 30, 2, 10, 0, 0
294, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 302, 301, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
294, CIVILIZATION_AMSTERDAM, 1, 8, 36, 21, 4, 0, 0, 1, 9, 3, 2259, 331, 12, 10, 31, 1, 5, 16, 9, 15, 2, 9, 22, 0
294, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3394, 333, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
294, CIVILIZATION_SEOUL, 1, 11, 40, 21, 4, 0, 0, 0, 13, 9, 2340, 577, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
294, CIVILIZATION_NAN_MADOL, 1, 12, 36, 25, 1, 0, 0, 1, 11, 6, 1313, 728, 10, 5, 38, 4, 3, 34, 11, 15, 1, 12, 28, 0
295, CIVILIZATION_NORWAY, 5, 24, 30, 17, 5, 0, 0, 1, 76, 25, 393, 1352, 33, 11, 31, 6, 68, 57, 76, 31, 7, 23, 17, 13
295, CIVILIZATION_EGYPT, 6, 45, 43, 31, 0, 0, 0, 0, 109, 23, 0, 85, 102, 65, 25, 39, 59, 131, 109, 84, 13, 45, 0, 106
295, CIVILIZATION_BRAZIL, 10, 74, 52, 20, 0, 0, 0, 0, 145, 40, 187, 133, 173, 35, 92, 55, 137, 224, 145, 103, 18, 73, 4, 88
295, CIVILIZATION_SCYTHIA, 4, 34, 38, 22, 0, 0, 0, 0, 74, 39, 1135, 1337, 124, 50, 118, 88, 59, 83, 74, 80, 8, 33, 0, 58
295, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 77, 20, 105, 324, 42, 38, 21, 131, 69, 102, 77, 99, 6, 31, 6, 40
295, CIVILIZATION_CHINA, 7, 47, 41, 23, 2, 0, 0, 0, 98, 34, 568, 362, 171, 45, 78, 15, 88, 144, 98, 101, 13, 46, 11, 37
295, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 9, 5, 1827, 376, 9, 5, 45, 2, 3, 24, 9, 15, 1, 12, 30, 0
295, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 5, 858, 1684, 10, 6, 17, 15, 10, 19, 10, 26, 1, 8, 15, 0
295, CIVILIZATION_KANDY, 1, 11, 39, 21, 3, 0, 0, 0, 12, 7, 941, 2168, 9, 11, 23, 16, 6, 27, 12, 30, 2, 10, 0, 0
295, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 309, 302, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
295, CIVILIZATION_AMSTERDAM, 1, 8, 37, 21, 4, 0, 0, 1, 9, 3, 2282, 333, 12, 10, 31, 1, 5, 16, 9, 15, 2, 9, 22, 0
295, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3427, 335, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
295, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2372, 578, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
295, CIVILIZATION_NAN_MADOL, 1, 12, 37, 25, 1, 0, 0, 1, 11, 6, 1347, 732, 10, 5, 38, 4, 3, 34, 11, 15, 1, 12, 28, 0
296, CIVILIZATION_NORWAY, 6, 25, 30, 17, 4, 0, 0, 1, 83, 24, 395, 1359, 34, 11, 31, 6, 70, 61, 83, 31, 7, 24, 17, 13
296, CIVILIZATION_EGYPT, 6, 45, 43, 32, 0, 0, 0, 0, 109, 22, 0, 125, 102, 65, 25, 39, 59, 128, 109, 84, 13, 45, 0, 106
296, CIVILIZATION_BRAZIL, 10, 74, 52, 20, 0, 0, 0, 0, 145, 40, 218, 189, 173, 35, 92, 55, 140, 224, 145, 105, 18, 73, 4, 88
296, CIVILIZATION_SCYTHIA, 4, 34, 38, 22, 0, 0, 0, 0, 75, 39, 1234, 1424, 122, 48, 116, 86, 59, 83, 75, 80, 8, 33, 0, 58
296, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 78, 20, 91, 217, 42, 38, 21, 133, 69, 102, 78, 99, 6, 31, 6, 40
296, CIVILIZATION_CHINA, 7, 47, 42, 23, 2, 0, 0, 0, 98, 34, 607, 98, 171, 45, 79, 15, 88, 144, 98, 101, 13, 46, 11, 37
296, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 5, 1864, 379, 9, 5, 44, 2, 4, 25, 10, 15, 1, 12, 30, 0
296, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 5, 858, 1700, 10, 7, 18, 16, 12, 19, 10, 26, 1, 8, 15, 0
296, CIVILIZATION_KANDY, 1, 11, 39, 21, 3, 0, 0, 0, 12, 7, 953, 2184, 9, 11, 23, 16, 6, 27, 12, 30, 2, 10, 0, 0
296, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 316, 303, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
296, CIVILIZATION_AMSTERDAM, 1, 8, 38, 21, 4, 0, 0, 1, 9, 3, 2270, 335, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
296, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3459, 338, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
296, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2404, 580, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
296, CIVILIZATION_NAN_MADOL, 1, 12, 38, 25, 1, 0, 0, 1, 11, 6, 1382, 737, 10, 5, 38, 4, 3, 34, 11, 15, 1, 12, 28, 0
297, CIVILIZATION_NORWAY, 6, 25, 30, 17, 4, 0, 0, 1, 83, 24, 396, 1365, 34, 11, 31, 6, 71, 60, 83, 31, 7, 24, 17, 13
297, CIVILIZATION_EGYPT, 6, 46, 43, 32, 0, 0, 0, 0, 109, 22, 0, 164, 103, 66, 25, 39, 60, 130, 109, 84, 13, 46, 0, 106
297, CIVILIZATION_BRAZIL, 10, 74, 52, 20, 0, 0, 0, 0, 145, 40, 245, 245, 183, 35, 92, 55, 140, 224, 145, 114, 18, 73, 4, 88
297, CIVILIZATION_SCYTHIA, 4, 34, 38, 22, 0, 0, 0, 0, 75, 39, 1333, 1511, 132, 48, 116, 86, 59, 83, 75, 80, 8, 33, 0, 58
297, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 78, 20, 77, 359, 42, 38, 21, 142, 69, 102, 78, 99, 7, 31, 6, 40
297, CIVILIZATION_CHINA, 7, 47, 42, 23, 2, 0, 0, 0, 98, 34, 645, 113, 171, 45, 79, 15, 88, 144, 98, 101, 13, 46, 11, 37
297, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 5, 1900, 381, 9, 5, 44, 2, 4, 25, 10, 15, 1, 12, 30, 0
297, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 5, 857, 1716, 10, 6, 17, 16, 10, 19, 10, 26, 1, 8, 15, 0
297, CIVILIZATION_KANDY, 1, 11, 39, 22, 3, 0, 0, 0, 12, 7, 966, 2199, 8, 12, 22, 15, 6, 26, 12, 30, 2, 10, 0, 0
297, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 324, 304, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
297, CIVILIZATION_AMSTERDAM, 1, 8, 39, 21, 4, 0, 0, 1, 9, 3, 2270, 337, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
297, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3492, 341, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
297, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2436, 582, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
297, CIVILIZATION_NAN_MADOL, 1, 12, 39, 25, 1, 0, 0, 1, 11, 7, 1401, 741, 10, 5, 40, 4, 3, 35, 11, 15, 1, 12, 28, 0
298, CIVILIZATION_NORWAY, 6, 25, 30, 17, 4, 0, 0, 1, 83, 23, 396, 1372, 33, 13, 31, 6, 69, 60, 83, 33, 7, 24, 17, 13
298, CIVILIZATION_EGYPT, 6, 46, 43, 32, 0, 0, 0, 0, 109, 21, 0, 203, 101, 65, 24, 38, 59, 129, 109, 84, 13, 46, 0, 106
298, CIVILIZATION_BRAZIL, 10, 74, 52, 20, 0, 0, 0, 0, 145, 41, 273, 301, 183, 35, 92, 55, 138, 229, 145, 114, 18, 73, 4, 88
298, CIVILIZATION_SCYTHIA, 4, 34, 39, 22, 0, 0, 0, 0, 75, 39, 1432, 1598, 129, 48, 116, 86, 59, 83, 75, 80, 8, 33, 0, 58
298, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 78, 20, 62, 349, 43, 41, 21, 144, 69, 102, 78, 99, 8, 31, 6, 40
298, CIVILIZATION_CHINA, 8, 48, 42, 23, 2, 0, 0, 0, 105, 34, 684, 131, 172, 47, 80, 17, 91, 146, 105, 101, 13, 47, 11, 37
298, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 5, 1707, 384, 9, 5, 44, 2, 4, 25, 10, 15, 1, 12, 30, 0
298, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 6, 859, 1733, 10, 7, 19, 16, 12, 20, 10, 26, 1, 8, 15, 0
298, CIVILIZATION_KANDY, 1, 11, 39, 23, 3, 0, 0, 0, 12, 7, 974, 2214, 8, 12, 22, 15, 6, 26, 12, 30, 2, 10, 0, 0
298, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 331, 305, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
298, CIVILIZATION_AMSTERDAM, 1, 8, 40, 21, 4, 0, 0, 1, 9, 3, 2286, 338, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
298, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3525, 344, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
298, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2468, 584, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
298, CIVILIZATION_NAN_MADOL, 1, 12, 40, 25, 1, 0, 0, 1, 11, 7, 1434, 746, 10, 5, 40, 4, 3, 35, 11, 15, 1, 12, 28, 0
299, CIVILIZATION_NORWAY, 6, 25, 30, 17, 4, 0, 0, 1, 83, 23, 396, 1379, 33, 13, 31, 6, 69, 62, 83, 34, 7, 24, 17, 13
299, CIVILIZATION_EGYPT, 6, 46, 43, 32, 0, 0, 0, 0, 109, 21, 0, 241, 101, 65, 24, 38, 59, 129, 109, 84, 13, 46, 0, 106
299, CIVILIZATION_BRAZIL, 10, 75, 52, 21, 0, 0, 0, 0, 145, 42, 301, 359, 187, 37, 94, 57, 142, 232, 145, 114, 18, 74, 4, 88
299, CIVILIZATION_SCYTHIA, 4, 34, 39, 22, 0, 0, 0, 0, 76, 39, 1530, 1684, 129, 48, 116, 86, 59, 83, 76, 80, 8, 33, 0, 58
299, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 78, 20, 47, 328, 43, 41, 21, 144, 69, 102, 78, 99, 8, 31, 6, 40
299, CIVILIZATION_CHINA, 8, 48, 42, 23, 2, 0, 0, 0, 106, 34, 723, 146, 172, 45, 80, 15, 91, 149, 106, 101, 13, 47, 11, 37
299, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 5, 1743, 387, 9, 5, 44, 2, 4, 25, 10, 15, 1, 12, 30, 0
299, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 7, 860, 1749, 10, 6, 18, 16, 11, 20, 10, 26, 1, 8, 15, 0
299, CIVILIZATION_KANDY, 1, 11, 39, 24, 3, 0, 0, 0, 12, 7, 983, 2230, 8, 12, 22, 15, 6, 26, 12, 30, 2, 10, 0, 0
299, CIVILIZATION_STOCKHOLM, 1, 11, 41, 24, 1, 0, 0, 0, 13, 4, 338, 305, 22, 6, 15, 0, 9, 28, 13, 27, 1, 10, 12, 0
299, CIVILIZATION_AMSTERDAM, 1, 8, 41, 21, 4, 0, 0, 1, 9, 3, 2302, 340, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
299, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3558, 347, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
299, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2500, 586, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
299, CIVILIZATION_NAN_MADOL, 1, 12, 41, 25, 1, 0, 0, 1, 11, 7, 1468, 750, 10, 5, 40, 4, 3, 35, 11, 15, 1, 12, 28, 0
300, CIVILIZATION_NORWAY, 6, 25, 30, 17, 4, 0, 0, 1, 83, 24, 399, 1386, 33, 13, 33, 6, 70, 63, 83, 34, 7, 24, 17, 13
300, CIVILIZATION_EGYPT, 6, 46, 43, 32, 0, 0, 0, 0, 109, 22, 0, 125, 96, 63, 25, 34, 57, 130, 109, 84, 13, 46, 0, 106
300, CIVILIZATION_BRAZIL, 10, 75, 52, 21, 0, 0, 0, 0, 145, 42, 326, 108, 197, 37, 93, 59, 142, 232, 145, 123, 18, 74, 4, 88
300, CIVILIZATION_SCYTHIA, 4, 34, 39, 22, 0, 0, 0, 0, 76, 39, 1094, 1771, 129, 48, 116, 86, 59, 83, 76, 80, 8, 33, 0, 58
300, CIVILIZATION_JAPAN, 5, 32, 29, 24, 3, 0, 1, 0, 78, 20, 32, 472, 43, 41, 21, 144, 69, 102, 78, 99, 8, 31, 6, 40
300, CIVILIZATION_CHINA, 8, 48, 42, 23, 2, 0, 0, 0, 106, 34, 376, 164, 172, 47, 80, 17, 91, 146, 106, 101, 13, 47, 11, 37
300, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 5, 1780, 389, 9, 5, 44, 2, 4, 25, 10, 15, 1, 12, 30, 0
300, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 7, 860, 1765, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
300, CIVILIZATION_KANDY, 1, 11, 39, 25, 3, 0, 0, 0, 12, 7, 991, 2245, 8, 12, 22, 15, 6, 26, 12, 30, 2, 10, 0, 0
300, CIVILIZATION_STOCKHOLM, 1, 12, 41, 24, 1, 0, 0, 0, 13, 4, 346, 306, 24, 6, 15, 0, 9, 28, 13, 27, 1, 11, 12, 0
300, CIVILIZATION_AMSTERDAM, 1, 8, 42, 21, 4, 0, 0, 1, 9, 3, 2318, 342, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
300, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3591, 350, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
300, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2533, 587, 12, 9, 39, 1, 5, 31, 13, 15, 2, 11, 28, 0
300, CIVILIZATION_NAN_MADOL, 1, 12, 42, 25, 1, 0, 0, 1, 11, 7, 1501, 755, 10, 5, 40, 4, 3, 35, 11, 15, 1, 12, 28, 0
301, CIVILIZATION_NORWAY, 6, 26, 30, 18, 2, 0, 0, 1, 83, 24, 410, 1393, 34, 13, 34, 6, 70, 66, 83, 34, 7, 25, 17, 13
301, CIVILIZATION_EGYPT, 6, 46, 43, 32, 0, 0, 0, 0, 110, 21, 0, 159, 96, 63, 25, 34, 57, 129, 110, 84, 13, 46, 0, 106
301, CIVILIZATION_BRAZIL, 10, 75, 52, 21, 0, 0, 0, 0, 145, 42, 352, 168, 197, 37, 93, 59, 142, 232, 145, 123, 18, 74, 4, 88
301, CIVILIZATION_SCYTHIA, 4, 34, 39, 23, 0, 0, 0, 0, 77, 39, 948, 1308, 129, 48, 116, 86, 59, 83, 77, 80, 8, 33, 0, 58
301, CIVILIZATION_JAPAN, 5, 32, 29, 24, 1, 0, 0, 0, 78, 20, 28, 147, 43, 41, 21, 144, 69, 102, 78, 99, 8, 31, 6, 40
301, CIVILIZATION_CHINA, 8, 48, 42, 24, 2, 0, 0, 0, 106, 34, 418, 179, 170, 43, 79, 14, 91, 149, 106, 101, 13, 47, 11, 37
301, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 6, 1816, 392, 9, 5, 44, 2, 5, 25, 10, 15, 1, 12, 30, 0
301, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 7, 861, 1781, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
301, CIVILIZATION_KANDY, 1, 11, 39, 25, 3, 0, 0, 0, 12, 7, 1009, 2261, 9, 13, 31, 16, 6, 27, 12, 30, 2, 10, 14, 0
301, CIVILIZATION_STOCKHOLM, 1, 12, 41, 24, 1, 0, 0, 0, 13, 4, 353, 307, 24, 6, 15, 0, 9, 28, 13, 27, 1, 11, 12, 0
301, CIVILIZATION_AMSTERDAM, 1, 8, 42, 21, 4, 0, 0, 1, 9, 3, 2318, 344, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
301, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3624, 352, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
301, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2563, 589, 15, 9, 38, 1, 5, 31, 13, 17, 2, 10, 28, 0
301, CIVILIZATION_NAN_MADOL, 1, 12, 42, 25, 1, 0, 0, 1, 11, 7, 1535, 759, 10, 5, 40, 4, 3, 35, 11, 15, 1, 12, 28, 0
302, CIVILIZATION_NORWAY, 6, 27, 30, 18, 2, 0, 0, 1, 83, 24, 421, 1399, 34, 13, 34, 6, 70, 67, 83, 34, 7, 26, 17, 13
302, CIVILIZATION_EGYPT, 6, 46, 44, 32, 0, 0, 0, 0, 110, 21, 0, 193, 96, 63, 25, 34, 57, 129, 110, 84, 13, 46, 0, 106
302, CIVILIZATION_BRAZIL, 10, 76, 52, 21, 0, 0, 0, 0, 145, 42, 377, 227, 198, 37, 93, 59, 145, 233, 145, 123, 18, 75, 4, 88
302, CIVILIZATION_SCYTHIA, 4, 34, 39, 23, 0, 0, 0, 0, 77, 39, 1047, 815, 129, 48, 116, 86, 59, 83, 77, 80, 8, 33, 0, 58
302, CIVILIZATION_JAPAN, 5, 33, 29, 24, 1, 0, 0, 0, 78, 20, 24, 291, 44, 41, 21, 144, 69, 105, 78, 99, 8, 32, 6, 40
302, CIVILIZATION_CHINA, 8, 48, 42, 24, 2, 0, 0, 0, 107, 34, 54, 195, 170, 46, 79, 16, 91, 146, 107, 101, 13, 47, 11, 37
302, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 6, 1853, 395, 9, 5, 44, 2, 5, 25, 10, 15, 1, 12, 30, 0
302, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 7, 862, 1797, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
302, CIVILIZATION_KANDY, 1, 11, 39, 25, 3, 0, 0, 0, 12, 7, 1025, 2277, 9, 13, 30, 16, 6, 27, 12, 30, 2, 10, 14, 0
302, CIVILIZATION_STOCKHOLM, 1, 12, 41, 24, 1, 0, 0, 0, 13, 4, 360, 308, 24, 6, 15, 0, 9, 28, 13, 27, 1, 11, 12, 0
302, CIVILIZATION_AMSTERDAM, 1, 8, 42, 21, 4, 0, 0, 1, 9, 3, 2316, 346, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
302, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3657, 355, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
302, CIVILIZATION_SEOUL, 1, 11, 40, 21, 3, 0, 0, 0, 13, 9, 2594, 591, 15, 9, 38, 1, 5, 31, 13, 17, 2, 10, 28, 0
302, CIVILIZATION_NAN_MADOL, 1, 12, 42, 25, 1, 0, 0, 1, 11, 7, 1542, 761, 10, 5, 30, 1, 3, 35, 11, 15, 1, 12, 14, 0
303, CIVILIZATION_NORWAY, 6, 28, 30, 18, 3, 0, 0, 1, 83, 25, 430, 1406, 34, 13, 36, 6, 70, 69, 83, 34, 7, 27, 17, 13
303, CIVILIZATION_EGYPT, 6, 46, 44, 32, 0, 0, 0, 0, 110, 21, 0, 227, 96, 63, 25, 34, 57, 129, 110, 84, 13, 46, 0, 106
303, CIVILIZATION_BRAZIL, 10, 76, 52, 21, 0, 0, 0, 0, 146, 42, 402, 102, 198, 37, 93, 59, 145, 233, 146, 123, 18, 75, 4, 88
303, CIVILIZATION_SCYTHIA, 4, 34, 39, 23, 0, 0, 0, 0, 77, 38, 1142, 902, 123, 48, 116, 86, 59, 82, 77, 80, 8, 33, 0, 58
303, CIVILIZATION_JAPAN, 5, 33, 29, 24, 1, 0, 0, 0, 79, 20, 18, 435, 48, 43, 23, 144, 69, 105, 79, 105, 8, 32, 6, 40
303, CIVILIZATION_CHINA, 8, 48, 43, 24, 2, 0, 0, 0, 107, 34, 95, 210, 170, 43, 79, 14, 91, 149, 107, 101, 13, 47, 11, 37
303, CIVILIZATION_BRUSSELS, 1, 11, 39, 24, 2, 0, 0, 1, 10, 6, 1890, 398, 9, 5, 44, 2, 5, 25, 10, 15, 1, 12, 30, 0
303, CIVILIZATION_LA_VENTA, 1, 9, 35, 24, 3, 0, 0, 0, 10, 7, 863, 1813, 10, 6, 18, 15, 11, 20, 10, 26, 1, 8, 15, 0
303, CIVILIZATION_KANDY, 1, 11, 39, 25, 3, 0, 0, 0, 12, 7, 1042, 2294, 9, 13, 30, 16, 6, 27, 12, 30, 2, 10, 14, 0
303, CIVILIZATION_STOCKHOLM, 1, 12, 41, 24, 1, 0, 0, 0, 13, 4, 367, 309, 24, 6, 15, 0, 9, 28, 13, 27, 1, 11, 12, 0
303, CIVILIZATION_AMSTERDAM, 1, 8, 42, 21, 4, 0, 0, 1, 9, 3, 2330, 348, 12, 10, 31, 1, 6, 16, 9, 15, 2, 9, 22, 0
303, CIVILIZATION_CARTHAGE, 1, 8, 37, 24, 3, 0, 0, 0, 9, 5, 3690, 358, 10, 7, 39, 2, 6, 17, 9, 15, 1, 8, 28, 0
